frame,input.bActivateBoost,input.bHoldingBoost,input.Steer,input.Throttle,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
133,True,True,-1.000000,1.000000,160.489990,-527.779968,18.639999,-568.029968,-769.349976,8.440000,-0.002679,-0.001281,0.897552,-0.440900,0.000300,0.000100,-2.426600
134,True,True,-1.000000,1.000000,155.759995,-534.190002,18.639999,-585.070007,-760.299988,8.440000,-0.002689,-0.001254,0.901963,-0.431804,0.000300,0.000100,-2.424000
135,True,True,-1.000000,1.000000,150.879990,-540.529968,18.639999,-601.950012,-750.859985,8.440000,-0.002700,-0.001227,0.906279,-0.422670,0.000300,0.000100,-2.421400
136,True,True,-1.000000,1.000000,145.860001,-546.789978,18.639999,-618.649963,-741.029968,8.440000,-0.002711,-0.001200,0.910497,-0.413505,0.000300,0.000100,-2.418700
137,True,True,-1.000000,1.000000,140.699997,-552.969971,18.639999,-635.169983,-730.820007,8.440000,-0.002722,-0.001173,0.914619,-0.404306,0.000300,0.000100,-2.416000
138,True,True,-1.000000,1.000000,135.410004,-559.059998,18.639999,-651.489990,-720.239990,8.440000,-0.002732,-0.001146,0.918641,-0.395081,0.000300,0.000100,-2.413300
139,True,True,-1.000000,1.000000,129.979996,-565.059998,18.639999,-667.609985,-709.279968,8.440000,-0.002743,-0.001119,0.922568,-0.385824,0.000300,0.000100,-2.410500
140,True,True,-1.000000,1.000000,124.419998,-570.969971,18.639999,-683.519958,-697.959961,8.440000,-0.002754,-0.001092,0.926396,-0.376539,0.000300,0.000100,-2.407700
141,True,True,-1.000000,1.000000,118.719994,-576.789978,18.639999,-699.209961,-686.279968,8.440000,-0.002765,-0.001065,0.930126,-0.367228,0.000300,0.000000,-2.404900
142,True,True,-1.000000,1.000000,112.889999,-582.510010,18.639999,-714.679993,-674.239990,8.440000,-0.002776,-0.001038,0.933759,-0.357889,0.000300,0.000000,-2.402000
143,True,True,-1.000000,1.000000,106.930000,-588.130005,18.639999,-729.909973,-661.849976,8.440000,-0.002786,-0.001012,0.937295,-0.348524,0.000300,0.000000,-2.399100
144,True,True,-1.000000,1.000000,100.849998,-593.649963,18.639999,-744.899963,-649.119995,8.440000,-0.002797,-0.000985,0.940732,-0.339137,0.000300,0.000000,-2.396200
145,True,True,-1.000000,1.000000,94.639999,-599.059998,18.639999,-759.639954,-636.049988,8.440000,-0.002808,-0.000958,0.944071,-0.329728,0.000300,0.000000,-2.393300
146,True,True,-1.000000,1.000000,88.309998,-604.359985,18.639999,-774.119995,-622.649963,8.440000,-0.002819,-0.000931,0.947312,-0.320298,0.000300,0.000000,-2.390300
147,True,True,-1.000000,1.000000,81.860001,-609.549988,18.639999,-788.339966,-608.929993,8.440000,-0.002830,-0.000904,0.950455,-0.310847,0.000300,0.000000,-2.387300
